name,alt_standard_price,default_code,profit_margin_1,profit_margin_2,profit_margin_3,profit_margin_4,freight_1,freight_2,freight_3,freight_4
Compresor sellado 6.087 btu/h r-290 115v 60hz 3 tubos. hbp/hmbp cubigel nlt12rr,"94,52",14300117,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 60000 btu r-22 220v ph1 alta copeland cr60k5-pfv,380,14200226,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 60000 btu r-22 220v ph1 traner,391,14200233,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 60000 btu r-22 220v ph3 alta copeland cr60k5-tf5,818,14200227,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 60000 btu r-22 440v ph3 alta copeland cr60k5-tfd,1100,14200228,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 60900 btu r-22 220v ph3 alta bristol usa h29a623dbla,420,14200221,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 61000 btu r-22 220v ph1 alta tecumseh frances ag-5561e,"530,06",14200229,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 61000 btu r-22 220v ph1 alta tecumseh usa ag5561e,380,14200230,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sellado 61000 btu r-22 220v ph3 alta tecumseh frances tag-5561e soldable,640,14200231,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 61000 btu r-22 220v ph3 alta tecumseh usa ag5561e,391,14200232,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 62000 btu r-22 220v ph1 alta bristol usa h22a623abca,430,14200235,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 62000 btu r-22 220v ph3 alta bristol usa h23a623dbla,369,14200236,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 631 btu/h r-600 110v 60hz 3 tubos lbp donper sj96xy1,"37,43",14300365,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Compresor sellado 64400 btu r-22 220v ph1 alta copeland crn5-0500-pfv,"725,63",14200237,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 65000 btu r-22 220v ph3 alta copeland crn5-0500-tf5,810,14200238,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 682 btu/h r-600 110v 60hz 3 tubos lbp donper lj111y1,0,14300367,"0,75","0,75","0,85","0,86","0,85","0,85","0,85","0,85"
Compresor sellado 7 1/2 hp r-404 220v ph3 m-b danfoss maneurop mtz-80-3,1844,14200240,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Compresor sellado 7 hp r-404a 220v ph3 m/a danfoss maneurop,1330,14200241,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Compresor sellado 9 hp r-22 440v ph3 m-b danfoss maneurop mt-100-4v,1082,14200245,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado 9.007 btu/h r-290 110v 60hz 3 tubos. hbp/hmbp cubigel npt16rrb,"111,45",14300118,"0,74","0,77","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor sellado 94000 btu r-22 220v ph3 alta bristol usa h2bg094dbde,1700,14200248,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor sellado velocidad variable 220v 50/60 hz nvt70fsc,129,14500010,"0,7","0,75","0,8","0,85","0,85","0,85","0,85","0,85"
Compresor semi-sellado 1 hp r-22 220v ph1 m-b copeland kam2-0100-cav,1150,14400008,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 1/2 hp r-12 r-22 110v ph1 m-b copeland kan2-0050-iaa,800,14400009,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 1/2 hp r-22 110v ph1 m-a copeland haj2-0050-iaa,800,14400048,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 12 hp r-22 220v ph3 m-b copeland discus 3df3r15me-tfc-200,5100,14400017,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 15 hp r-22 220v ph3 m-b copeland discus 3ds3r17me-tfc-200,6000,14400020,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 20 hp 230v460v ph3 bitzer 4he-18-2nu,5800,14400027,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 25 hp r-22 220v ph3 m-b copeland discus 4dt3f76k0-tsk,6600,14400030,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 30 hp 220v ph3 carrier remanufacturado,4300,14400037,"0,7","0,75","0,8","0,81","0,85","0,85","0,85","0,85"
Compresor semi-sellado 30 hp r-22 220v - 440v ph3 a/a copeland 4dr3r28ml-tsk-200,0,14400049,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor semi-sellado 30 hp r-22 r-404 220-460v ph3 copeland discus 4dr3r28ml-tsk-200,8900,14400029,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 35 hp r-22 440v ph3 a/a copeland 6dp3r35ml-tsk-200,8200,14400051,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 4 hp r-22 220v ph3 m-b copeland nrb2-0400-tfc,2800,14400042,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 40 hp r-22 440v ph3 a/a copeland 6ds3r40ml-tsk-200,11640,14400052,"0,9","0,9","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor semi-sellado 5 hp r-22 220v ph3 m-b copeland nra2-0500-tfc,4026,14400044,"0,7","0,75","0,8","0,81","0,9","0,9","0,9","0,9"
Compresor sin tanque 110v aire continuo con pistola evol,20,90230031,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Compresor sp08 12v polea multicanal gm spark 2005 - 2010 matiz 2001 - 2005,"127,59",01220032,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor toyota corolla  2008 t/p 6pk nevada asia,195,01220053,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor toyota hilux kavak 2.7/ fortuner 2006-2013,187,01220049,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor v5 12v polea multicanal gm aveo 2005 - 2013 global ac,"145,74",01220039,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Compresor v5 12v polea multicanal gm corsa 1996 - 2000,130,01220036,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
"Condensador 0.7 kw 2388 btu rgc inh-0,7/2 (aproximado 1/5 hp)","22,7",12160014,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 1.2 kw 4095 btu sin fan rgc inh-1.2/3.4 (aproximado 1/3 hp),"30,26",12160015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 1.4 kw 4777 btu con 1 ventilador axial 10 pulg 110v rgc inh-1.4/4.0  (aproximado 1/3+ hp),"65,62",12160018,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
"Condensador 1.4 kw 4777 btu sin fan rgc inh-1.4/4,0 (aproximado 1/3+ hp)","15,97",12160017,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 1.6 kw 5459 btu con 1 ventilador axial 10 pulg 110v rgc inh-1.6/4.4  (aproximado 1/2 hp),"77,33",12160019,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 1.6 kw 5459 btu sin fan rgc inh-1.6/4.4 (aproximado 1/2 hp),"42,62",12160016,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 1.9 kw 6483 btu con 1 ventilador axial 12 pulg 110v rgc inh-1.9/5.2  (aproximado 1/2+ hp),"87,87",12160020,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 119425 btu con 2 ventilador axial 20 pulg 220v rgc inh-35/100 para lcu-10m,0,12160080,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 12 kw 40.946 btu con 2 ventilador axial 16 pulg 220v rgc inh-12/33  (aproximado 3 a 3.5 hp),"328,58",12160026,"0,75","0,75","0,85","0,81","0,85","0,85","0,85","0,85"
Condensador 163100 btu con 2 ventilador axial 22 pulg 220v rgc inh-48/135 para lcu-15m,0,12160085,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 19 kw 64.830 btu con 2 ventilador axial 16 pulg 220v ph1 rgc inh-19/52  (aproximado 5+ hp),"474,36",12160027,"0,73","0,73","0,83","0,81","0,85","0,85","0,85","0,85"
Condensador 19 kw 64.830 btu con 2 ventilador axial 16 pulg 220v ph3 rgc inh-19/52  (aproximado 5+ hp),"457,15",12160028,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 28 kw 98.222 btu con 2 ventilador axial 18 pulg 220v ph3 rgc inh-28/80  (aproximado 8 hp),"688,39",12160030,"0,75","0,75","0,85","0,81","0,85","0,85","0,85","0,85"
Condensador 3.8 kw 12.966 btu con 1 ventilador axial 12 pulg 110v rgc inh-3.8/10.6 (aproximado 1 hp),81,121600201,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 3.8 kw 12.966 btu con 1 ventilador axial 12 pulg 220v rgc inh-3.8/10.6 (aproximado 1 hp),"123,99",12160021,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 39 kw 133.415 btu con 2 ventilador axial 20 pulg 220v ph1 rgc inh-39/110  (aproximado 10+ hp),"943,67",12160032,"0,75","0,75","0,85","0,81","0,85","0,85","0,85","0,85"
Condensador 39 kw 133.415 btu con 2 ventilador axial 20 pulg 220v ph3 rgc inh-39/110  (aproximado 10+ hp),"943,67",12160033,"0,75","0,75","0,85","0,81","0,85","0,85","0,85","0,85"
Condensador 4.3 kw 14.672 btu con 1 ventilador axial 14 pulg 220v rgc inh-4.3/12 (aproximado 1+ hp),147,12160022,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 51182 btu con 2 ventilador axial 16 pulg 220v rgc inh-15/42 para lcu-5m,0,12160075,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 55 kw 187.668 btu con 2 ventilador axial 22 pulg 220v rgc inh-55/155  (aproximado 15 hp),"1310,85",12160034,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 6.4 kw 21.837 btu con 1 ventilador axial 16 pulg 220v rgc inh-6.4/18 (aproximado 1.5+ hp),"199,71",12160023,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 7.9 kw 26.956 btu con 1 ventilador axial 16 pulg 220v rgc inh-7.9/22a (aproximado 2 hp),"231,7",12160024,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 7.9 kw 26.956 btu con 2 ventilador axial 14 pulg 220v rgc inh-7.9/22b (aproximado 2 hp),"277,95",12160025,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 71655 btu con 2 ventilador axial 18 pulg 220v rgc inh-21/70 para lcu-8m,0,12160078,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador 72 kw 245.674 btu con 4 ventilador axial 20 pulg 220v ph3 rgc inh-72/200 (aproximado 20 hp),"1853,91",12160040,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador completo 1 hp,45,12160007,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador completo 1/4 -1/5 hp,15,12160002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador completo 5 hp,480,12160011,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Condensador daewoo lanos 2000-2002,"31,74",01260001,"0,8","0,85","0,9","0,91","0,9","0,9","0,9","0,9"
Condensador daewoo matiz 1996-2000 - chery qq,"22,63",01260002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador daewoo nubira 2000-2002,"32,89",01260003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador daewoo racer-cielo-espero,"30,87",01260004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador fiat palio -siena fire 1.8 2007-2008,"34,45",01260005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 11x20 pulg x 20 mm aluminio,"17,24",01240001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x18 pulg x 20 mm aluminio con filtro,"25,86",01240035,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x20 pulg x 20mm aluminio,"19,88",01240002,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x21 pulg x 20 mm aluminio con filtro,"24,99",01240021,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x23 pulg x 20 mm aluminio,"21,15",01240003,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x23 pulg x 20 mm aluminio con filtro,"27,79",01240022,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x24 pulg x 20 mm aluminio,"23,6",01240004,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x24 pulg x 20 mm aluminio con filtro,"27,42",01240030,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x25 pulg x 20 mm aluminio,"23,59",01240005,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x25 pulg x 20 mm aluminio con filtro,"28,2",01240024,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 12x26 pulg x 20 mm aluminio,"21,59",01240033,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x18 pulg x 20 mm aluminio,"23,93",01240034,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x19 pulg x 20 mm aluminio con filtro,"29,6",01240037,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x20 pulg x 20 mm aluminio,"41,91",01240007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x20 pulg x 20 mm aluminio con filtro,"29,6",01240025,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x22 pulg x 20 mm aluminio,"28,47",01240041,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x23 pulg x 20 mm aluminio,23,01240008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x24 pulg x 20 mm aluminio,"30,15",01240009,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x24 pulg x 20 mm aluminio con filtro,"30,15",01240029,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x25 pulg x 20 mm aluminio,"30,45",01240012,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x26 pulg x 20 mm aluminio,"40,77",01240010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 14x27 pulg x 20 mm aluminio,"20,64",01240011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 15x27 pulg x 20 mm aluminio,20,01240039,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x24 pulg x 20 mm aluminio,"26,05",01240036,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x26 pulg x 20 mm aluminio,"36,24",01240023,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x26 pulg x 20 mm aluminio con filtro,"36,24",01240026,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x28 pulg x 20 mm aluminio,"23,78",01240013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x30 pulg x 20 mm aluminio,"36,17",01240040,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 16x35 pulg x 20 mm aluminio,"41,86",01240031,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 18x26 pulg x 20 mm aluminio,"26,33",01240015,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 18x28 pulg x 20 mm aluminio,"36,17",01240016,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 18x30 pulg x 20 mm aluminio,"39,08",01240028,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 20x20 pulg x 20 mm aluminio,37,01240014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 21x21 pulg x 20 mm aluminio,"38,25",01240017,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 21x21 pulg x 20 mm aluminio con filtro,"38,25",01240038,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador flujo paralelo 22x22 pulg x 20 mm aluminio,"62,09",01240018,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford explorer 1997-2001,"44,42",01260006,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford explorer 2002-2003,"40,95",01260007,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford f 150 lariat 1980-1993,"34,64",01260010,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford fiesta 1997-2003,"34,93",01260008,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford fiesta power  eco sport 2005-2010,"48,39",01260009,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford fortaleza 2004-2006 f-150 fx4,"42,2",01260011,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford ka,"33,85",01260013,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador ford triton  2001-2007,"42,83",01260012,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm aveo 2004-2009 con filtro,"61,89",01260014,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm aveo ls 2012-2013 con silica - 3 puertas,"41,29",01260021,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm blazer 1995-2000,"33,1",01260016,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm cheyenne silverado 2000-2005,"42,1",01260022,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm corsa 1996-1999 opel,"39,6",01260017,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm corsa 2001-2003,"26,88",01260020,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm corsa 2004-2006 con filtro,"50,5",01260018,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm corsa 2004-2006 sin filtro,"34,18",01260019,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm gran vitara xl 5,"37,28",01260024,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm gran vitara xl 7 2008-2010,30,01260028,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm luv d-max 2003 - 2006 a gasolina,"30,94",01260023,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm montana 2006 sin filtro,55,01260029,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm optra 2006-2008 con filtro,59,01260025,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm spark 2000-2007,"30,24",01260026,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador gm spark 2007-2008 con filtro,"62,26",01260027,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador hyundai tucson / kia sportage 2005 - 20009,49,01260047,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador jeep liberty / dodge nitro 2008-2012,65,01260049,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador renault simbol clio 2001-2003 twingo kango,44,01260048,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador tipo parrilla 1/3 hp 1105 mm x 485 mm,"23,97",12160104,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Condensador tipo parrilla 1/4 hp 1005 mm x 485 mm,"22,89",12160103,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Condensador tipo parrilla 1/6 hp 805 mm x 485 mm,"20,88",12160101,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Condensador toyota camry 2006-2009,0,01260037,"0,8","0,85","0,9","0,91","0,9","0,9","0,9","0,9"
Condensador toyota corolla 2002 - 2008,"35,09",01260043,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota fortuner 2008,"39,42",01260042,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota hilux kavak 2005-2009 con filtro,"50,41",01260031,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota meru - prado 2000 - 2005,55,01260044,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota new sensation 2002 - 2005,47,01260040,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota samuray 1988,60,01260039,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota terios 2000-2007,40,01260032,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota terios 2008-2010 bego,"63,25",01260033,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota yaris 2000-2005,"39,65",01260034,"0,8","0,85","0,9","0,91","0,9","0,9","0,9","0,9"
Condensador toyota yaris 2006-2008,33,01260035,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Condensador toyota yaris 2008-2010 belta,"31,76",01260036,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Conector 1/2 pulg para pex al pex,"2,63",11620003,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector 1/4 pulg para pex al pex,"1,81",11620001,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector 3/4 pulg para pex al pex,"5,19",11620005,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector 3/8 pulg para pex al pex,"1,9",11620002,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector 5/8 pulg para pex al pex,"3,4",11620004,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector inserto 1/4 pulg npt hembra para manguera de aire comprimido,"0,06",90800016,"0,8","0,8","0,85","0,86","0,85","0,85","0,85","0,85"
Conector para bobina delphi v5 modelo viejo,"0,58",01280001,"0,85","0,85","0,9","0,91","0,85","0,85","0,85","0,85"
Conector para bobina solenoide danfoss,"1,48",10410015,"0,7","0,7","0,8","0,81","0,85","0,85","0,85","0,85"
Conector plastico reductor 1/2 pulg hembra npt x  1/4 pulg manguera con retenedor gb-71,"0,67",12220027,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
Conector plastico reductor 1/2 pulg macho npt x  1/4 pulg manguera con retenedor gb-73,"0,44",12220028,"0,65","0,65","0,75","0,76","0,85","0,85","0,85","0,85"
