id,default_code,alt_standard_price,pricelist_item_type_1_margin,pricelist_item_type_2_margin,pricelist_item_type_3_margin,pricelist_item_type_4_margin,pricelist_item_type_5_margin,pricelist_item_type_1_freight,pricelist_item_type_2_freight,pricelist_item_type_3_freight,pricelist_item_type_4_freight,pricelist_item_type_5_freight
__export__.product_product_3839_d31320f7,06180010,"8,61","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3840_438284f2,06180012,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3841_7883342c,06180013,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3842_ba184d04,06180015,"2,99","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3843_50fdd69f,06180016,"2,64","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3844_393e0dcc,06180017,"2,64","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3845_345fde2b,06180018,"5,94","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3846_906d5e75,06220013,"13,20","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3847_95d7a18a,06220014,"19,17","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3848_2b146bb8,06220015,"19,50","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3849_b2301950,06230001,"0,55","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3850_5afe9e51,06230002,"0,55","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3851_7c17ac7e,06230003,"0,55","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3852_c213deb7,06230004,"0,55","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3853_f6ad1aa0,06230005,"0,55","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3854_a5b8c9cb,06230006,"0,94","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3855_71fe41bd,06240011,"4,12","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3856_fc178b9d,06240012,"4,12","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3857_e0415e04,06240019,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3858_a0a7d650,06240020,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3859_2ab3720c,06240031,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3860_54736ced,06240032,"13,90","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3861_d44f9161,06240033,"18,26","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3862_3188475a,06240034,"17,20","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3863_e1ecb282,06240035,"19,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3864_f30af5b7,06240038,"14,90","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5265_317a6f0b,06240040,"15,45","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5266_ee6d7969,06240042,"18,78","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5267_53caa6e0,06240043,"20,80","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5268_82faefb1,06240045,"19,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5269_419d172a,06240046,"23,50","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5270_bf0aeebe,06240047,"15,45","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5271_e043793c,06240051,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5272_3c6043f3,06240052,"16,23","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5273_8483ac18,06240053,"24,09","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5274_886cc8f5,06240054,"40,13","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5275_050bb624,06240059,"18,50","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5276_0bcb12b7,06240060,"40,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5277_07d29c38,06240067,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5278_5492feda,06240068,"14,66","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5279_3ac7a984,06240069,"15,03","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5280_82cb91e6,06240070,"20,25","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5281_ec4652d5,06250001,"1,25","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5282_ae169831,06250004,"0,56","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5283_be29f584,06250006,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5284_0ad77b76,06250007,"1,30","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5285_fb05890c,06260002,"10,04","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5286_f545ce08,06260003,"15,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5287_a6b6c166,06260025,"7,64","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5288_7c1fb7f1,06280002,"0,95","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5289_94e19597,06280004,"0,99","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5290_2f085722,06280005,"0,95","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5291_6f3deef0,06280006,"0,55","0,60","0,60","0,70","0,71","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5292_76bb8951,06280007,"0,55","0,60","0,60","0,70","0,71","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5293_d8eb4c96,06280008,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5294_753908db,06280009,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5295_6c4c24df,06280010,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5296_5e2e90be,06280011,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5297_3c9c849c,06280015,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5298_5e10e23b,06280016,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5299_078bb3ef,06280017,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5300_56777268,06280018,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5301_d4432aae,06310001,"3,16","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5302_aa0ae415,06320001,"27,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5303_2010af97,06320012,"27,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5304_937a9cd3,06320024,"12,50","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5305_0f899afe,06320025,"18,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5306_c94e220f,06320026,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5307_f56c6d60,06320028,"9,31","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5308_5698a17b,06320029,"10,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5309_23921024,06320030,"15,71","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5310_773a18b0,06320032,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5311_da05b00d,06320033,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5312_fe2dfff3,06320034,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5313_c37f7f1b,06320035,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5314_7e322007,06320036,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5315_8a64b3ee,06320037,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5316_6421e454,06320038,"10,83","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5317_bf5a3b28,06320039,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5318_87c734ca,06330001,"1,01","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5319_6e0b5bea,06330002,"1,08","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5320_aef9cadc,06340012,"6,68","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5321_3f146cc3,06340013,"2,35","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5322_b5864c38,06340014,"1,64","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5323_81590a5b,06340019,"3,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5324_37c56c14,06340020,"1,64","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5325_23fba64d,06340021,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5326_2ddfb32e,06340040,"26,98","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5327_6f5d38f1,06340042,"40,41","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5328_7ae227ff,06340044,"64,92","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5329_02a749f7,06360005,"8,80","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5330_cc00c555,06360007,"16,60","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5331_57cd5ec6,06360009,"3,19","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5332_1b1d8a3a,06360010,"3,19","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5333_2055235e,06360014,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5334_e554acca,06360015,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5335_55bcdd7c,06380012,"19,89","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5336_7427fc45,06380025,"60,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5337_6301ce0c,06380050,"23,02","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5338_35f8a629,06380053,"23,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5339_b85fceb1,06380067,"18,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5340_b576b1cd,06400001,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5341_0fdfc06a,06400002,"6,18","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5342_65bb7c31,06400003,"2,28","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5343_b87526c4,06400004,"4,80","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5344_1ffe5610,06400005,"3,27","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5345_15707811,06400006,"3,94","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5346_0a3a117f,06400008,"3,81","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5347_d7727330,06400009,"2,50","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5348_c71be7dd,06400010,"2,50","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5349_1a7f6b09,06500011,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5350_de0029d8,06500012,"0,90","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5351_89a9e6af,06500013,"0,90","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5352_f2588737,06500014,"0,90","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5353_52c6f2b5,06500018,"8,53","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5354_1a81a277,06500019,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5355_0d254d0c,06500020,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5356_7de379fa,06500021,"9,05","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5357_4112469e,06500023,"9,10","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5358_8a605abf,06500024,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5359_1544197e,06500025,"3,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5360_40527f68,06500026,"4,00","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5361_ba7b4d6e,06500027,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5362_41dd5c48,06500029,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5363_a03f12ae,06500030,"10,07","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5364_76b78263,06500031,"6,57","0,60","0,60","0,70","0,71","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5365_b6a1e206,08010001,"3,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5366_9112b8d6,08010002,"3,39","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5367_03142321,08010003,"3,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5368_c0cc79af,08010004,"3,39","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5369_e8048e79,08010005,"1,15","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5370_891917da,08010006,"1,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5371_8e9785df,08010007,"2,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5372_c091fbf6,08010008,"2,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5373_adcbd0e4,08010009,"3,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5374_f21e8af1,08020001,"2,27","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5375_5e4f877a,08020002,"3,02","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5376_ac130e6c,08020003,"3,85","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5377_fe6020ba,08030001,"2,78","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5378_3c9e57d5,08040001,"3,43","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5379_54406ca0,08040005,"11,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5380_86f77be4,08050001,"1,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5381_5c74ced8,08050003,"3,35","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5382_54c7b56b,08050005,"2,98","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5383_7b49a2c3,09010007,"5,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5384_dbd99704,09010008,"0,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5385_20492e20,09010009,"0,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5386_eedfa02a,09010010,"0,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5387_ad32ef23,09010011,"0,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5388_d64ee80f,10100001,"0,98","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5389_e1bb28e3,10100004,"1,11","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5390_b591b4ed,10100005,"1,16","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5391_e08e6f17,10100006,"1,16","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5392_a1f775cb,10100007,"1,28","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5393_8a7d93f0,10100008,"1,15","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5394_28aac540,10100009,"1,13","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5395_8e1bdfd8,10100011,"1,13","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5396_4786210a,10100012,"1,23","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5397_abfaa77f,10100013,"1,84","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5398_003b965e,10100014,"2,45","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5399_9a697de3,10100015,"0,84","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5400_4a43a010,10100017,"1,60","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5401_35050978,10100018,"1,49","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5402_69dcffa0,10100019,"1,47","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5403_0beeac13,10100020,"1,10","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5404_c657081f,10100021,"1,45","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5405_aef5c739,10100022,"1,10","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5406_7286d9ff,10100024,"0,00","0,75","0,80","0,85","0,86","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_5407_e4999c3c,10100025,"3,70","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5408_96a01942,10100026,"2,99","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5409_df091d1b,10100030,"2,08","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5410_ae0c011d,10100031,"2,70","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5411_ee3114ba,10100032,"1,99","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5412_49bcfd25,10100033,"2,75","0,75","0,75","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5413_4a0050d8,10100034,"2,45","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5414_e8a3fe1f,10100035,"1,27","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5415_3f8da7aa,10100036,"1,27","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5416_fea3c990,10100037,"1,27","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5417_4fec5fc2,10100038,"1,27","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5418_37d307cf,10100039,"1,27","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5419_ba57e842,10100040,"1,84","0,70","0,70","0,80","0,81","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5420_2f995e5e,10100054,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5421_2261eff4,10100055,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5422_c49adf9a,10100056,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5423_44d4a785,10100057,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5424_b3bfc010,10100058,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5425_4a32fa78,10100060,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5426_8630888e,10100062,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5427_760af4d6,10100064,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5428_b90a316b,10100072,"0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5429_398021f7,10120001,"0,80","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5430_355e3958,10120004,"1,43","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5431_320c7e6f,10120005,"1,46","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5432_31bac144,10120007,"1,47","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5433_c2aa97ee,10130001,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5434_d302b66b,10130002,"1,92","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5435_8f614617,10130003,"1,04","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5436_0eba20b1,10130005,"3,43","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5437_4726e552,10130016,"2,14","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5438_eb5e8402,10140001,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5439_971a2eea,10140002,"0,00","0,75","0,80","0,85","0,86","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5440_1287e357,10140003,"0,87","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5441_7f020254,10140004,"0,88","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5442_cbe3f1b0,10140005,"1,53","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_5443_0fd658b8,10140006,"0,91","0,65","0,65","0,75","0,76","0,00","0,85","0,85","0,85","0,85","0,00"
