id,default_code,alt_standard_price,pricelist_item_type_1_margin,pricelist_item_type_2_margin,pricelist_item_type_3_margin,pricelist_item_type_4_margin,pricelist_item_type_5_margin,pricelist_item_type_1_freight,pricelist_item_type_2_freight,pricelist_item_type_3_freight,pricelist_item_type_4_freight,pricelist_item_type_5_freight
__export__.product_product_3166_46fc2940,01100001,"0,51","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3167_49a32e4a,01100002,"2,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3168_0ff796fa,01160001,"7,75","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3169_2b84917c,01160002,"2,69","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3170_2eb3842e,01160003,"4,05","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3171_184308c0,01160004,"3,23","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3172_e796d63e,01160007,"0,30","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3173_7bc3c0dd,01160008,"0,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3174_61db6e0a,01160009,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3175_bb6e32b0,01180001,"11,10","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3176_7d27cc2d,01200001,"30,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3177_af8fb9cf,01200002,"23,49","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3178_87e60a72,01200004,"30,40","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3179_42931c88,01200005,"28,76","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3180_0695848c,01200006,"30,40","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3181_d16a6ce0,01210001,"48,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3182_644c013f,01220001,"250,01","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3183_9761e98f,01220002,"151,11","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3184_4bba34af,01220003,"104,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3185_3f9ecfd8,01220004,"148,45","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3186_47ddda56,01220005,"144,64","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3187_e2117256,01220006,"121,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3188_985954f0,01220007,"165,94","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3189_f49ea997,01220008,"167,24","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3190_3541a728,01220009,"198,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3191_6512fa4f,01220010,"124,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3192_d44944db,01220011,"152,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3193_0a616856,01220012,"195,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3194_a42f67f6,01220013,"205,00","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3195_09cd3081,01220016,"170,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3196_f554ccf8,01220019,"184,32","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3197_12cf462f,01220020,"169,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3198_7a458276,01220021,"195,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3199_4d96a462,01220022,"117,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3200_ff493bfd,01220023,"225,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3201_c3e9b675,01220024,"54,92","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3202_47be596b,01220025,"247,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3203_bd69d76b,01220026,"41,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3204_403cfb2f,01220027,"130,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3205_5ea88c0f,01220028,"117,36","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3206_c6fde9d3,01220029,"221,75","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3207_f1decb0a,01220030,"219,24","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3208_aba092d5,01220031,"120,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3209_e4e323a8,01220032,"169,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3210_a11e58b9,01220033,"165,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3211_72563fb8,01220034,"134,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3212_d5dc0699,01220035,"120,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3213_933c87b1,01220036,"130,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3214_9a904512,01220038,"295,19","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3215_cd52b9e2,01220039,"146,59","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3216_e4044163,01220042,"227,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3217_20b73045,01220043,"227,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3218_d67698dd,01220044,"390,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3219_d31778c2,01220045,"225,69","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3220_13ed0b99,01220046,"182,81","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3221_20032bf3,01220047,"303,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3222_8a4529c6,01220048,"138,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3223_0dd2e441,01220049,"187,00","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3224_5c826659,01220050,"233,37","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3225_63901878,01220051,"185,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3226_6a60aff5,01220052,"280,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3227_66db6c24,01220053,"195,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3228_c2de90e7,01220055,"190,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3229_098b8d5a,01220056,"147,01","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3230_77f1d47c,01220058,"80,00","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3231_becbd57a,01220063,"278,77","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3232_1531cc45,01220065,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3233_efa21138,01220067,"178,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3234_e3118135,01220071,"93,15","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3235_1126141a,01220072,"131,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3236_81ef429d,01220076,"87,20","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3237_de11e20d,01220077,"80,02","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3238_3b7b4e26,01220078,"105,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3239_3f4a5548,01220079,"80,11","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3240_1a13c84b,01220080,"95,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3241_baebd6c6,01220081,"57,20","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3242_f928b6b0,01220082,"222,52","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3243_71e62232,01220083,"184,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3244_a7fd22fc,01240001,"17,24","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3245_9abad230,01240002,"19,88","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3246_90beed04,01240003,"21,15","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3247_85cb06eb,01240004,"23,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3248_92cd3d5f,01240005,"23,59","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3249_5b712924,01240007,"22,80","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3250_829a0568,01240008,"23,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3251_64f9b093,01240009,"26,92","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3252_3787af70,01240010,"29,83","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3253_e00acccf,01240011,"20,64","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3254_a8e77459,01240012,"30,45","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3255_e2f0ba6f,01240013,"23,78","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3256_13de93ae,01240014,"37,00","0,80","0,85","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3257_6adb7bd2,01240015,"26,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3258_ef58b36c,01240016,"36,17","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3259_c95fe9d3,01240017,"36,75","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3260_3d7a2d47,01240018,"62,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3261_884e41ea,01240021,"24,99","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3262_fef09bdd,01240022,"27,79","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3263_c4c8f017,01240023,"34,82","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3264_d43f7426,01240024,"28,20","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3265_c8eba8cd,01240025,"29,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3266_8d05d1f7,01240026,"30,39","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3267_2989ca54,01240028,"39,08","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3268_b5d2ccc1,01240029,"32,33","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3269_38d4caee,01240030,"27,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3270_72af3e92,01240031,"41,86","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3271_7f6e0d0e,01240033,"21,59","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3272_3636a674,01240034,"23,93","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3273_60969564,01240035,"25,86","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3274_25321548,01240036,"26,05","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3275_b928df5a,01240037,"29,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3276_245ef9c8,01240038,"43,13","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3277_50fd7ad2,01240039,"20,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3278_7e0ef823,01240040,"36,17","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3279_3a339c6f,01240041,"28,47","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3280_043ab547,01260001,"31,74","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3281_e1391363,01260002,"22,63","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3282_6b814bf6,01260003,"32,89","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3283_e7acc1eb,01260004,"30,87","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3284_077c10a3,01260005,"34,45","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3285_19119fa0,01260006,"44,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3286_f1fb5a37,01260007,"40,95","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3287_59d01b21,01260008,"34,93","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3288_870bb865,01260009,"48,39","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3289_1024a6ad,01260010,"34,64","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3290_0cd31cd7,01260011,"42,20","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3291_5e1dfef7,01260012,"42,83","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3292_c772c813,01260013,"33,85","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3293_312dab82,01260014,"50,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3294_77ab7ddc,01260016,"33,10","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3295_c34568b6,01260017,"39,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3296_db8690f6,01260018,"44,04","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3297_3b323fac,01260019,"34,18","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3298_0d16e88d,01260020,"26,88","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3299_0b5afba2,01260021,"41,29","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3300_11e86873,01260022,"42,10","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3301_555730d6,01260023,"30,94","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3302_d843c050,01260024,"37,28","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3303_33fa515c,01260025,"59,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3304_369d9dfc,01260026,"30,24","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3305_05a4506d,01260027,"62,26","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3306_11dc607c,01260028,"30,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3307_4b0d8ae0,01260029,"55,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3308_f9c3d203,01260031,"50,41","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3309_75b78d18,01260032,"40,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3310_003d1ebc,01260033,"63,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3311_94f4c062,01260034,"39,65","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3312_df520422,01260035,"33,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3313_bc50ad25,01260036,"31,76","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3314_01b506d3,01260037,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3315_50aba1c9,01260039,"60,00","0,80","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3316_dbafb0b4,01260040,"47,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3317_8dfae104,01260042,"39,42","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3318_c50de8c8,01260043,"35,09","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3319_de0fdaec,01260044,"55,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3320_4db9948c,01260047,"49,00","0,00","0,90","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3321_aece858d,01260048,"44,00","0,00","0,90","0,00","0,00","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3322_8f086b23,01260049,"65,00","0,85","0,90","0,90","0,90","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3323_f13564a0,01280001,"0,58","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3324_8dc69ef7,01320001,"7,95","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3325_a31dda28,01320006,"9,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3326_c2b084b4,01320007,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3327_fbdc6ba3,01320008,"11,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3328_19d16735,01320009,"11,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3329_47abad82,01320010,"8,57","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3330_3458dbb3,01320011,"10,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3331_a86d1f18,01320012,"10,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3332_6da87b5c,01320013,"9,58","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3333_093df4aa,01320015,"13,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3334_37647277,01320017,"13,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3335_4557d38c,01320018,"12,85","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3336_7d6804ac,01320020,"10,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3337_e88b451d,01320022,"7,20","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3338_e4478065,01320024,"7,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3339_38003707,01320029,"10,44","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3340_9299102d,01320031,"12,13","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3341_ef64ff79,01320032,"14,84","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3342_5e1578c3,01320036,"16,00","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3343_21e90c8d,01340004,"2,50","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3344_d42b87f8,01340005,"1,69","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3345_fbaa68de,01380001,"0,28","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3346_9c36fd07,01380002,"0,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3347_348a7dc3,01380003,"0,28","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3348_70596eb6,01380006,"0,31","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3349_f06c4aed,01380007,"0,74","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3350_89bd1a8a,01380009,"0,36","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3351_0da4d8e8,01380010,"0,80","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3352_39442d4a,01380011,"0,19","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3353_32677024,01380013,"0,19","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3354_73e2518f,01380014,"0,22","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3355_dfaefaa7,01380021,"0,25","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3356_817892e1,01380022,"0,23","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3357_41a2f82a,01380023,"0,55","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3358_9b6675af,01380024,"0,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3359_e961f465,01380025,"0,15","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3360_2f28c1e2,01400001,"6,57","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3361_140f1f57,01400002,"0,40","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3362_1033799f,01400003,"0,96","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3363_c4f26f78,01400004,"0,87","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3364_eeebcc93,01400005,"4,46","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3365_76fa2ef7,01400008,"0,60","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3366_bd8c772a,01400010,"0,90","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
__export__.product_product_3367_32ea6d07,01400012,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3368_de52072b,01400013,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3369_a60f28f5,01400014,"0,00","0,80","0,85","0,90","0,91","0,00","0,90","0,90","0,90","0,90","0,00"
__export__.product_product_3370_2e0381a6,01400015,"2,31","0,85","0,90","0,90","0,91","0,00","0,85","0,85","0,85","0,85","0,00"
